StartupID,Industry,Age,Location,Funding,EmployeeCount,ProductCount,Patents,Partnerships,AnnualRevenue,ProfitMargin,MarketShare,CustomerSatisfaction,SuccessScore
501,Finance,16,Asia,174.0588473,131,9,6,3,59.21333703,25.22083093,2.457631436,56.32401283,41.01528061
502,Tech,19,Asia,26.56514259,151,2,12,2,100.2087933,38.08673418,0.265708458,70.72404896,61.89743126
503,Tech,4,Europe,158.206704,122,6,6,0,33.11141577,26.77317213,16.40348422,50.74044306,56.42259503
504,Education,18,North America,25.40175239,403,1,14,4,33.93966137,-18.65304509,33.01934191,92.05224913,70.36217621
505,Finance,2,North America,158.9450272,386,3,12,6,109.6524313,15.99314728,36.52068764,75.67489807,60.18463283
506,Tech,1,North America,55.51562987,416,2,8,1,75.54328728,21.72464026,22.66308417,56.95800055,83.5709281
507,Education,15,Europe,175.4795709,156,3,5,4,62.85819573,29.52749955,34.21643252,61.84901592,70.59594972
508,Finance,5,North America,188.8363977,76,5,13,5,26.2112547,-16.63986146,17.99570181,72.39875961,47.78573401
509,Education,20,Europe,30.1847959,367,6,7,6,28.94155621,8.806469677,33.390311,59.44346914,85.00367945
510,Health,11,Europe,92.80378321,141,9,10,0,2.572193886,12.12225236,2.029799265,63.42995808,45.95373376
511,Tech,10,Europe,196.2069819,179,4,5,6,14.62251406,-9.852508241,19.53764923,76.71927821,90.34295008
512,Health,2,Asia,96.93978348,293,7,1,3,83.96896551,-0.653011417,39.54248388,91.63045065,95.88533165
513,Finance,3,North America,172.7777307,450,6,0,7,133.8890964,6.413303575,40.15030152,70.09198428,59.34671741
514,Health,12,North America,117.9519387,485,2,4,3,43.78755,29.99258128,35.80743894,85.84876368,95.568558
515,Health,20,Europe,75.37831663,23,8,13,5,49.83433666,35.76445396,10.21193103,93.83421067,87.58048955
516,Finance,5,Europe,57.51381933,199,7,8,8,18.22523598,17.70536974,12.36025595,60.81504701,95.34613666
517,Education,5,North America,41.04300667,334,7,7,4,58.9060109,3.696711161,49.80443636,90.35959852,79.97620822
518,Health,6,Europe,152.4787392,428,8,13,3,6.546033981,-4.758138932,5.16890036,87.87010992,54.13864237
519,Education,9,North America,77.61483111,179,1,12,7,137.7225037,38.92811107,9.033134945,67.8468649,93.67139421
520,Health,2,Asia,102.4994547,494,1,3,8,101.2935909,38.98119988,6.501312783,99.47599798,51.05590457
521,Education,12,Europe,98.71893326,453,8,4,3,148.6215726,35.49861689,16.38274818,63.12861857,52.78363306
522,Finance,3,North America,115.6671663,417,4,12,2,132.5406512,27.14014899,10.50879176,62.7401633,56.26377941
523,Health,20,Europe,173.1826406,438,5,4,7,71.47559846,-0.453227375,24.88439798,88.61295823,58.25477869
524,Finance,12,North America,196.157499,358,8,5,4,78.43306964,29.02002901,23.80103534,71.7328659,70.86877853
525,Health,17,North America,81.81304961,145,5,2,1,29.39583093,4.527581036,45.07528097,66.53974974,82.80744163
526,Finance,10,Europe,165.590025,250,4,4,9,69.84386208,-0.393614111,1.736997372,58.93314027,95.57249046
527,Finance,14,Asia,153.023295,389,6,1,8,135.5511532,24.69192151,15.99397883,88.26662155,45.30625524
528,Health,17,North America,114.9190258,422,5,9,2,8.577160122,-15.22076434,29.8328946,89.31609031,97.26216173
529,Health,18,North America,191.2314052,97,7,0,1,129.6699636,-17.0862366,30.24008809,78.32820016,95.27937803
530,Health,19,North America,40.49466585,436,7,10,0,51.80122244,6.877221831,24.00631145,97.86568066,43.23995753
531,Tech,17,Asia,22.29820996,243,4,0,7,135.027402,6.738328049,40.78327704,65.90816352,61.61926826
532,Education,14,Asia,170.8654124,209,5,9,2,141.191106,33.73864918,3.136108571,60.98095227,88.78860342
533,Tech,9,Europe,88.11038842,52,3,6,6,100.9588682,-12.43081422,40.77438828,83.87333845,76.69459273
534,Tech,8,Asia,169.4702864,437,4,1,0,99.9991442,-12.60296435,24.73771202,87.92043204,86.7456366
535,Finance,2,Europe,178.6714959,249,4,3,0,68.46039632,-11.15284397,6.688034754,61.24529853,83.14200033
536,Health,13,Europe,12.96028993,324,3,4,8,125.4954935,-18.21582432,44.28509568,53.83053821,69.80620679
537,Education,7,Asia,176.7512202,321,5,6,7,144.280301,-15.69609573,32.46143898,90.52582433,42.47308276
538,Finance,9,Europe,89.93965155,417,5,1,2,116.4871883,19.59219201,8.177284341,98.82509868,75.05609212
539,Tech,11,Asia,102.3312816,299,7,13,5,93.66857333,5.895059747,1.68248617,82.2336143,42.91399918
540,Health,14,Europe,125.505206,132,4,5,2,91.41214148,25.81618403,7.055482417,63.89334501,76.22360305
541,Finance,4,Asia,185.31333,348,4,0,3,127.5710153,39.55586311,30.43989801,99.83363043,88.02465175
542,Health,13,Asia,4.313660839,286,9,6,0,81.6393611,19.54208087,8.964811763,94.66333181,75.09950492
543,Finance,2,Europe,95.63027193,21,6,8,4,120.7751231,-16.97266576,11.28815374,75.66903231,99.82130827
544,Health,5,North America,137.7005475,75,4,4,0,76.82390302,-13.72622811,1.256986288,91.26606424,67.35199001
545,Tech,11,Europe,144.6800381,273,2,4,0,10.30419697,32.86024509,36.14653361,90.79102616,84.92964782
546,Education,6,Asia,138.6602201,329,6,3,9,58.20810433,11.64975667,40.51821999,96.73994848,80.0327975
547,Tech,18,North America,27.31980832,286,2,2,6,67.22170269,29.49022956,39.84240884,92.04619219,99.48590149
548,Education,10,Europe,60.22941988,309,5,8,5,22.1009695,31.39674017,6.378407568,82.1839618,82.7931403
549,Health,4,Europe,72.06374732,455,6,4,1,16.27195305,35.66047249,45.16505637,80.46518595,49.84184389
550,Finance,9,Europe,160.9852229,11,4,7,1,80.7842775,36.98975233,33.61394147,73.36786442,97.33106239
551,Tech,6,North America,56.11259455,318,3,8,6,13.68640185,13.28954779,44.87643112,81.324282,80.06663359
552,Education,2,Asia,42.53564029,309,7,4,0,46.13883002,0.461210335,22.35802523,89.76082933,43.56029385
553,Tech,17,Europe,191.5108798,107,2,9,1,111.9449494,37.71189246,21.84774305,98.45188132,79.45409835
554,Education,5,Europe,2.26822538,313,6,8,7,144.7003948,12.84438436,39.22682593,73.36436791,92.9871644
555,Tech,6,Europe,199.5652607,197,4,1,5,107.9627165,-16.14483662,4.664892774,78.68266015,74.62251172
556,Education,12,Europe,135.5258491,245,6,8,1,148.9012067,18.566593,26.04370183,72.24027475,61.24117828
557,Education,10,Europe,165.7796252,66,4,10,6,105.0523577,15.26108502,41.81921178,83.42443105,89.25457804
558,Health,6,Asia,59.27656957,21,4,3,3,44.77537613,33.74757237,41.50962815,81.4960252,86.95072049
559,Education,8,Asia,3.355897895,175,4,5,1,101.1358285,19.19123135,47.80664282,50.89168951,72.65092925
560,Health,2,Europe,147.704969,29,9,5,5,105.621358,0.943145468,34.91362968,77.05807796,49.26170619
561,Education,12,North America,166.9118471,255,7,5,8,56.38732071,37.97354354,10.38853147,54.42434478,55.05918913
562,Finance,13,Asia,148.2249883,257,3,1,8,3.639363741,28.09716916,1.014015745,51.3191809,84.30903833
563,Finance,7,North America,28.99863232,391,3,6,7,105.7767679,17.8250571,23.97078993,89.5598581,88.36492992
564,Finance,10,Asia,150.8088705,211,6,12,2,4.233314196,-2.424487796,25.68519328,62.93249311,56.75591668
565,Education,13,Europe,153.900095,33,6,5,2,95.04702363,2.412417779,12.01312922,67.03275386,62.07910463
566,Health,17,Asia,131.8788329,121,4,10,1,25.37885682,20.19819545,6.234872356,53.20422938,44.65791311
567,Health,14,Europe,153.3401286,495,9,13,4,85.27492563,-15.68115089,29.31040831,58.97501302,82.8077169
568,Education,2,Asia,169.2613272,420,4,0,3,76.08304078,-4.599164501,38.2127837,88.28024091,40.21465268
569,Finance,11,Europe,122.9140208,286,9,1,6,3.013532704,22.834056,49.65770518,74.67654151,42.79249127
570,Finance,1,Europe,18.17664044,384,4,6,3,55.06700673,8.801110591,37.91513086,94.03342313,40.26064407
571,Health,19,Europe,97.78174803,148,2,0,8,90.56258394,4.143613889,39.68162071,69.86210657,78.719175
572,Finance,4,Europe,15.99104227,29,2,14,1,127.4423762,-10.91254266,30.82304391,63.43503679,65.04322766
573,Tech,19,North America,81.80483469,314,5,0,5,133.407675,6.510942069,49.29613295,67.37999072,57.85280568
574,Health,11,Europe,81.71774458,160,4,0,6,73.09364553,26.24151825,31.99781926,85.63858968,94.76206062
575,Finance,8,North America,13.66896391,77,7,7,3,109.5349506,-4.159229236,43.01266432,77.75028362,51.56816768
576,Health,11,North America,70.08969653,124,5,3,5,48.1517319,-19.67608747,47.28923231,95.20956038,63.36208062
577,Tech,4,Europe,22.64412071,316,6,3,6,51.98577446,20.11029407,46.49292503,80.10843847,96.41870806
578,Health,17,North America,161.7429244,325,4,12,3,29.97506436,38.35759627,19.07076719,74.65091042,65.62639377
579,Health,7,Asia,189.5637612,97,2,1,7,84.73026839,16.40959382,3.933102916,89.28763619,73.28162114
580,Health,8,Europe,14.92713681,90,9,10,8,47.87005849,-12.80468846,8.593685127,97.37669254,44.82021199
581,Health,3,North America,191.0454839,340,7,10,0,13.57126357,-0.756014459,2.96116527,67.79229556,87.40998321
582,Tech,2,Europe,104.7540316,429,4,10,6,103.0659069,32.05849688,5.269846741,62.49381051,65.36552663
583,Education,15,Europe,60.26335275,368,3,0,8,106.4552279,-6.045915545,9.232562295,80.81086981,88.03090748
584,Health,5,Europe,15.83398402,439,3,11,9,54.6388704,16.46175421,17.05471583,74.94364106,55.22785855
585,Health,1,North America,100.3745415,122,9,9,4,12.43178652,4.160272495,27.17698233,99.45927874,65.34872503
586,Finance,4,Asia,159.0058511,237,5,8,1,64.51835989,-7.529376715,35.58410297,73.11808921,87.19293618
587,Health,15,Asia,141.5637522,203,3,6,9,66.90798325,28.80441361,10.54636681,53.71657757,98.43266602
588,Finance,20,North America,10.52008929,210,5,3,5,100.6319618,24.56987659,33.62612021,98.86845304,43.57753146
589,Education,19,Europe,15.04391616,417,2,11,6,47.9970423,19.69546396,35.21295373,92.17934728,88.74737065
590,Tech,3,North America,80.87321989,343,4,5,1,102.7072927,-5.819804584,27.93111684,58.9125072,58.04134406
591,Tech,20,North America,59.41045356,151,2,13,1,130.8517927,-14.12857984,45.18089349,95.23026266,73.04459685
592,Education,11,North America,46.86067245,454,2,1,9,36.38542031,14.56955979,5.549740696,67.03334104,57.4055359
593,Tech,17,Europe,56.56039753,429,8,6,9,146.8590139,13.22067001,8.85607288,68.85559923,76.80672835
594,Education,13,North America,160.7948073,433,1,1,0,58.56885243,-8.69689944,21.43324122,95.31957412,61.22816984
595,Education,11,Europe,185.8809967,275,7,9,3,40.82154409,-16.62519834,6.335636762,76.50577825,60.01689346
596,Education,2,North America,81.31798756,391,5,7,6,63.80516619,-15.15749275,28.31480719,56.88814647,42.27629878
597,Tech,9,Asia,181.2691449,143,8,7,8,15.06522391,39.56625919,19.92002333,68.45280797,48.81762435
598,Finance,2,North America,64.6383924,185,1,0,2,19.73018007,27.01503368,14.22978973,86.10487231,95.02469193
599,Education,9,North America,95.54917878,434,7,12,6,62.750673,35.31924856,8.499490651,58.7092094,99.89664573
600,Health,9,Asia,45.59278506,34,5,7,6,114.6042338,-8.296716666,16.76691192,79.51155987,86.83123455
601,Tech,8,Europe,128.2749704,61,4,1,6,135.1465237,37.63411218,30.39796754,84.76370665,57.20875749
602,Education,17,Europe,195.8067325,236,7,5,1,100.0578806,-11.44073891,28.78926054,67.19267878,64.14670831
603,Education,1,North America,120.8968727,150,2,12,5,16.67771373,10.54490971,8.181200011,84.69403444,84.37020729
604,Health,11,Asia,71.88390978,439,1,0,1,101.1309446,29.78174107,6.245990537,94.21036759,98.11081341
605,Finance,8,Europe,129.7395805,388,1,4,5,95.67876018,0.988201271,1.33383813,73.60583721,67.32827024
606,Finance,10,North America,25.02267535,52,1,10,9,121.0588238,5.489711991,0.62127969,69.14546641,89.77134492
607,Finance,7,Asia,177.7874865,198,5,6,2,123.9620513,-12.30889338,43.99052179,62.55792007,98.50413536
608,Education,3,Europe,100.8652482,228,7,12,1,130.3622583,-12.6246872,2.2544428,80.21027399,92.40839026
609,Education,3,Europe,90.14527354,140,2,9,5,62.70559567,17.17409349,36.56105549,93.9926024,53.62898481
610,Education,18,Asia,117.3800253,26,8,0,1,104.9817949,20.53194212,43.59925481,66.23306336,40.48191183
611,Tech,5,Asia,125.1443806,10,4,14,4,40.96930348,26.63995084,4.902892428,69.81177623,69.52490232
612,Health,12,Asia,14.81927334,208,3,1,1,149.9011057,13.40092316,21.81507119,70.33127588,71.8816499
613,Education,12,Asia,136.6821356,243,8,6,2,27.12480197,18.74555754,48.11514916,78.04061709,52.07502187
614,Health,19,North America,48.76537022,189,2,5,2,2.507050317,-19.1889637,41.70693303,61.42044808,57.08046352
615,Health,6,Asia,142.9335502,364,3,2,5,23.17249846,-10.26975637,24.48520159,91.11055777,85.90918965
616,Finance,2,Europe,164.5956915,296,3,13,5,116.6049711,39.09488596,38.12855564,64.78011388,68.22083552
617,Tech,12,Europe,160.8897223,339,1,9,9,67.5707678,-15.44038962,41.66888122,85.26813454,59.04124502
618,Education,19,North America,110.723943,224,6,1,2,67.67753692,20.72729334,17.40134816,75.66078709,77.35756164
619,Finance,5,Europe,104.2738935,120,2,9,2,143.298415,-9.435042018,44.60764584,79.29488017,79.16558536
620,Finance,12,Europe,29.00375429,317,1,3,0,138.0256013,23.00311515,23.52366598,58.98043694,86.16374661
621,Education,17,Asia,155.181557,53,2,2,6,47.36801593,22.35942418,26.39036818,86.75115991,49.40255775
622,Health,17,Europe,54.6461714,177,6,6,7,32.14966119,-5.948056413,49.98538189,59.43102595,84.49103514
623,Finance,10,North America,99.59073685,86,4,7,1,127.4238493,-3.821936047,42.16514831,55.67368188,75.96570353
624,Health,17,Asia,57.21268154,326,6,1,3,135.9968416,19.28624282,18.08850029,77.33397499,43.45431192
625,Tech,15,Asia,27.19875842,337,9,9,9,81.6979415,3.405162327,0.517279824,85.46485685,86.6467377
626,Health,12,North America,126.0967605,49,8,6,6,94.78413296,-8.327121818,31.30870369,52.50179182,62.98481688
627,Tech,16,Asia,11.33924095,339,1,7,7,39.28022842,23.90077593,35.19567131,53.46976575,59.82285606
628,Health,19,Asia,149.8547242,24,8,5,0,120.3196005,-10.75114854,32.54013451,90.13395814,66.88450909
629,Finance,8,North America,63.85856565,452,9,5,3,95.18624184,31.33861985,48.39311756,90.45163498,60.77050464
630,Finance,17,Asia,0.526871254,225,6,9,5,76.02351318,10.88017144,43.14855137,62.26523585,60.29713553
631,Tech,5,North America,102.4702633,127,5,0,2,9.956174856,-13.65796377,22.44158466,80.76141014,88.48466006
632,Education,16,North America,9.846955751,238,6,3,4,137.4743094,21.64434001,3.142874374,72.15900376,47.47031526
633,Tech,6,Europe,55.59582679,225,6,13,9,92.70226164,11.14978237,23.80293848,81.63480207,98.23600407
634,Tech,8,Europe,141.5418092,327,9,0,8,29.71097311,-2.116545692,34.462201,93.1439642,73.29589866
635,Health,18,Asia,13.00657951,343,4,3,2,91.35153143,5.352362813,30.38549041,53.99282123,50.97543991
636,Health,12,Asia,167.9480292,7,2,1,4,101.9420398,-2.099735385,26.90685339,88.8992213,47.87292898
637,Tech,15,North America,1.26207457,186,9,10,7,79.33978017,-4.218449855,23.4409479,74.65145523,75.49057193
638,Finance,9,Asia,49.74136191,210,2,12,5,107.997159,-10.18349475,14.68809365,78.20634719,77.97996663
639,Health,13,North America,148.3103592,324,9,4,3,87.63663824,1.766027988,13.86733809,82.696568,43.18154626
640,Education,15,North America,63.59589487,44,2,9,7,142.2176677,-4.940767621,25.01157395,96.13115746,54.58011485
641,Health,10,Asia,20.82753142,63,8,13,2,9.000864711,21.00606922,8.030157321,52.83599768,87.72771527
642,Health,16,North America,72.3666668,443,9,8,2,16.83061056,21.03260447,17.03427118,51.47381761,42.97747766
643,Education,7,Europe,54.44346063,66,9,10,3,26.87707391,10.11041455,16.19896374,58.91308907,91.30531983
644,Tech,17,Asia,168.6210245,136,9,14,8,103.8354895,26.67667165,29.35664008,99.3223863,79.48974859
645,Education,7,Europe,63.01290956,64,2,11,4,97.19378504,30.48038314,3.334115018,85.75381837,66.06539556
646,Tech,14,Asia,157.8920281,376,4,9,7,133.9167702,14.78598745,41.48343401,80.73205595,60.78597094
647,Tech,15,North America,178.4284929,335,7,2,5,110.1987405,17.13610977,28.11891902,52.35195267,41.15493783
648,Tech,7,Asia,87.04657521,126,2,7,2,76.74496765,-3.026845413,33.54133404,93.95551119,89.51289675
649,Education,9,Europe,182.0336572,483,1,2,7,148.7829371,33.69215204,35.15469519,90.63784266,48.56331124
650,Tech,19,North America,75.77495177,111,3,5,8,40.65008547,-18.54763733,14.57420684,83.24000219,58.57251951
651,Finance,16,Asia,192.8336441,100,4,3,7,125.1455573,0.916148167,23.51857837,66.95654077,74.14641882
652,Education,8,Asia,18.31326014,351,8,7,3,64.59176546,23.30802529,47.81229779,53.52524778,54.759556
653,Finance,18,Asia,137.5603437,418,6,10,5,97.66153569,-15.19462942,38.3352619,79.0019244,69.82842783
654,Tech,18,Europe,99.01590107,239,2,5,0,109.3630021,-9.009828354,48.47784376,85.98472857,88.56056972
655,Health,20,Europe,77.83593669,390,9,7,3,95.42935899,15.35714367,37.31271726,54.71201752,68.23227609
656,Tech,7,Asia,126.7260198,66,2,0,7,21.93558816,13.59962029,8.780006985,81.68838299,96.93864065
657,Finance,3,North America,140.9194898,260,5,5,0,66.9997006,24.33569777,3.226794192,64.31830339,90.85003722
658,Finance,18,North America,1.370472295,53,4,0,2,84.65431831,28.75675835,28.88307184,88.21221106,59.98235412
659,Education,10,Europe,33.80714121,397,7,0,0,127.5075201,-12.28522529,17.89066399,76.98079253,63.99772748
660,Health,7,North America,142.7526871,352,8,7,8,67.10321657,-18.89714061,13.77289551,56.45183939,65.39960362
661,Education,17,Europe,133.44389,163,5,14,1,137.8933484,21.37831118,40.36054982,76.32597239,77.57076718
662,Finance,14,Asia,193.2264773,128,5,6,8,66.61575923,-1.916492254,18.34966335,69.78684317,57.20774375
663,Tech,3,Europe,152.3270392,486,2,2,3,82.76819903,17.55903484,15.85004849,59.01779841,98.15494833
664,Health,12,Europe,190.1791552,321,8,5,1,119.6465668,-10.96732472,42.49937966,92.0757862,76.52105324
665,Tech,13,Asia,140.6568301,211,2,14,3,87.87708498,8.1424028,42.31436682,50.55142242,63.96409952
666,Tech,2,North America,59.96141562,52,6,8,9,144.0724928,10.26548476,17.81833189,65.60641384,78.70058893
667,Health,3,Europe,21.52030199,413,8,6,5,99.39003875,15.10466898,41.62493505,50.62975191,63.72430063
668,Education,5,Europe,156.4738607,424,6,11,6,78.88370866,10.79020098,42.53892452,54.80034733,89.06774086
669,Tech,11,Asia,129.0077697,140,4,2,2,4.515203199,9.741446214,21.19652675,64.85481096,74.07045763
670,Finance,8,North America,10.11310947,205,4,13,2,62.64620174,-0.035950761,3.32365651,52.71355927,42.5182302
671,Tech,12,Europe,72.33006795,254,6,13,9,45.58801447,-15.72918582,0.079232223,79.83152662,50.60541205
672,Health,7,Asia,191.3815632,318,4,12,7,112.4677445,-14.62878819,26.16462314,54.3431454,91.89963838
673,Health,15,Europe,100.3300286,361,8,5,4,32.0333736,6.026696464,17.20377467,85.0856817,73.77398958
674,Health,17,Asia,86.82946264,372,9,10,3,31.57779301,1.347587669,49.85659471,52.63210563,97.02060859
675,Education,4,North America,91.81107123,433,1,3,6,29.23833744,10.96808828,38.62054998,52.96544474,44.34533877
676,Tech,13,North America,42.17210344,322,4,13,6,19.71672636,-1.709709845,38.06377282,65.26629495,57.71563781
677,Education,18,North America,74.05708059,299,4,12,8,47.34004355,21.27460549,47.76213841,94.82857625,51.61260239
678,Education,1,North America,74.27774457,484,2,2,8,133.0023951,31.83728932,44.38621989,82.06966244,73.23041753
679,Health,16,Europe,10.94482653,318,6,8,4,116.4643424,-2.068208673,15.90937397,88.5065646,62.96756986
680,Health,13,Europe,153.6297419,213,3,9,7,110.5524312,-8.420959524,8.29936108,57.07760547,49.43641204
681,Education,10,North America,83.59263416,359,7,1,9,119.803184,-13.02916554,37.29461325,91.70627166,78.56511484
682,Tech,12,North America,164.5248874,489,5,0,0,41.14326551,16.97524243,18.91369468,50.40731241,72.17790195
683,Finance,2,North America,170.1444262,215,4,14,8,133.2288119,6.631359468,23.65863258,60.65286754,56.48417508
684,Education,3,Europe,42.79281391,196,5,13,7,21.4582029,-8.719056968,31.51988656,80.80461606,68.78628147
685,Tech,10,North America,131.6420197,48,8,1,5,51.11551328,19.188204,45.39363385,68.76232043,84.7442989
686,Health,2,North America,94.72021993,33,3,6,2,88.42546973,-11.09100902,20.95438768,99.20966959,52.31630047
687,Health,13,North America,176.0912692,63,7,9,2,16.33285816,13.25804235,39.16584451,51.51696234,57.5743448
688,Tech,13,Asia,43.5402655,75,6,0,7,109.789398,11.6289029,13.41698956,99.9299084,60.76665923
689,Finance,18,North America,135.7237335,96,1,5,4,58.69966118,24.05366807,34.89858955,81.18139164,84.80358623
690,Health,3,Asia,121.7465484,269,7,13,9,117.8764442,-16.6934216,0.078971054,77.93534973,90.81535597
691,Health,7,Asia,59.41264478,387,7,6,6,74.44154655,33.27237591,43.57536067,52.97562213,62.58330979
692,Health,14,North America,27.75188028,224,1,8,4,27.95030414,22.17950357,1.518978998,63.66644383,57.79725171
693,Tech,20,Asia,130.5021322,394,9,14,7,110.4795099,-7.032440099,35.63768774,96.23313441,93.3668055
694,Education,17,North America,147.8501929,417,6,13,9,38.56944942,-8.995679083,2.312909463,67.71230016,99.96189593
695,Health,12,Europe,63.46765508,446,2,7,9,74.13073489,5.899612849,13.31228497,83.08266002,80.22121838
696,Education,16,Europe,129.1441045,405,5,5,3,12.2544571,29.05391977,24.86012018,99.97481752,99.3988369
697,Finance,12,Europe,79.32861607,404,4,2,1,93.06213151,30.57699959,20.99693427,63.15348569,79.59797667
698,Health,15,Europe,142.7847732,219,7,7,2,100.2128072,11.22736553,9.59180573,78.80404395,84.00761632
699,Health,10,Asia,40.24344734,483,8,6,7,57.42245729,31.64865176,16.69074559,84.82188964,63.31936009
700,Finance,7,North America,178.097893,391,1,2,6,143.2089943,-19.67337745,36.3853185,58.23136233,65.97805282
701,Health,20,North America,57.83821449,281,5,8,1,131.2511693,-17.88952211,33.46285463,57.43362818,48.64813984
702,Education,5,North America,73.87330456,68,3,11,5,106.4831964,34.70929562,3.590729188,72.81539558,89.36500089
703,Tech,1,Europe,12.08934444,350,1,1,8,107.3341591,26.51991579,37.36579128,69.29062609,95.86354185
704,Education,17,Europe,22.74668636,296,3,2,3,38.60785553,7.042363495,2.65229406,85.71077184,77.40628802
705,Tech,3,North America,103.4144496,494,6,1,8,98.86546943,25.21660789,27.14631945,53.47543857,60.61883851
706,Tech,13,Europe,53.88473901,489,7,12,1,30.53273352,37.3383677,13.0031374,98.60833119,49.24097952
707,Education,14,North America,167.178305,249,8,0,1,22.45648036,26.32537143,29.38450638,50.71384908,55.90937378
708,Education,18,North America,3.431331037,474,4,3,8,149.9207162,30.54228003,13.0664198,80.06584122,55.32462525
709,Education,4,North America,76.12926271,66,3,4,6,93.73401379,25.63639488,49.24789848,78.13162979,76.81167305
710,Education,18,North America,67.80043658,430,5,12,6,65.21719303,-9.907334454,15.48640919,56.73578654,96.70224792
711,Finance,5,North America,4.355862368,336,9,5,0,43.93651391,30.01444658,12.09803178,57.54579914,42.89631322
712,Health,16,North America,25.3114956,174,6,4,5,90.98414611,-8.293470799,13.92326455,89.63387439,40.06133798
713,Tech,1,North America,83.02171365,449,9,0,6,8.389432725,33.55667968,44.82364286,94.37812292,76.01091666
714,Education,14,Europe,98.8264846,273,6,2,5,15.10746759,7.518993885,31.81094143,64.15084829,57.04362772
715,Education,15,North America,81.15580458,271,2,0,5,5.895647963,20.61860514,36.53420487,71.8981982,92.83290054
716,Education,9,North America,106.4220668,58,5,10,1,75.37630516,9.834450873,45.9005255,67.74975205,59.63501847
717,Finance,15,Europe,119.2287691,20,9,4,5,90.49038775,-14.36054424,45.59362424,53.62735065,57.38425603
718,Education,17,Europe,2.479802315,12,8,4,3,10.30948444,-2.556661543,36.94729233,83.6602123,56.17063727
719,Education,4,Europe,93.08698431,108,7,11,8,108.4624457,39.02391124,9.891221442,91.25964674,48.69116964
720,Education,12,North America,192.7180986,63,1,10,0,35.32886566,37.6428851,42.16866603,65.24396787,74.89182846
721,Health,5,Asia,104.0469399,317,4,12,7,103.0950166,-0.770786141,10.18880171,99.50878968,50.09281614
722,Finance,5,Asia,135.6696824,44,7,5,4,147.3026739,39.77780825,37.1449407,53.79257786,65.47786959
723,Education,11,Europe,62.71683965,241,7,7,0,103.9747746,30.73307173,34.28015333,83.08953569,67.65832314
724,Tech,6,Asia,154.9112799,447,6,9,3,132.5957649,16.65756997,37.94444251,72.41140073,41.22952281
725,Tech,7,Europe,154.6978356,390,8,11,0,142.2815775,-17.59252278,26.63428404,72.33009506,41.00843679
726,Tech,14,North America,104.4985615,98,6,0,5,73.5259062,34.08680977,31.93630911,72.8822808,71.21276133
727,Finance,11,Asia,195.2147577,226,3,3,1,105.6464219,13.44575676,47.66600402,62.93408869,81.76208393
728,Finance,13,North America,25.54726785,208,4,9,4,127.9434188,32.10856907,5.054429709,85.77814137,96.52854894
729,Tech,2,Asia,3.881059145,142,3,10,6,54.13472802,30.06574719,15.44236374,86.0788263,50.74715705
730,Education,7,North America,154.1465632,304,1,0,1,39.94820017,29.98037291,30.56785065,64.11985551,46.19552857
731,Finance,20,Asia,161.5275297,399,5,8,5,142.0431873,21.89043164,48.20270651,91.76532304,43.12527442
732,Tech,4,North America,24.48134221,211,1,10,5,109.2192216,-2.515091679,4.778722383,65.84224718,66.16249497
733,Tech,8,North America,53.48377518,340,1,6,4,33.73263787,0.169615465,1.127461077,86.2546562,77.38884204
734,Education,20,Asia,4.001696492,85,2,6,4,67.91342551,-1.491847245,2.787479924,56.04998838,90.43320141
735,Health,19,North America,59.01506785,222,4,11,2,119.6713137,-18.79724003,2.620284323,58.43508214,80.95869294
736,Finance,13,North America,154.7418038,6,6,4,9,82.51238565,14.95413455,45.39079289,65.78978223,52.50164734
737,Education,14,North America,103.8331253,182,8,6,9,97.84286263,21.93002023,36.0628954,79.69368838,67.70622198
738,Tech,10,Asia,69.94507084,400,3,11,1,113.3114621,31.23195961,33.85531831,82.27557427,94.62078078
739,Tech,11,Asia,74.66198933,375,1,14,6,93.67936913,-11.590074,26.12864101,69.8178086,59.60446375
740,Education,2,North America,0.77004833,350,3,1,0,81.47181897,12.65098894,39.09763085,53.89195766,69.92382191
741,Finance,9,North America,60.31020525,283,3,13,5,112.6925284,-19.51951156,7.782399638,68.6817326,97.51392008
742,Health,17,Asia,129.468519,150,5,12,5,109.4068923,-14.29438114,19.59705949,84.4383758,84.08248033
743,Health,3,Asia,194.8517915,322,4,3,2,94.85098763,-16.74729535,24.50021254,83.54977306,84.86442314
744,Tech,6,North America,169.488635,228,4,13,1,54.60862259,23.52868204,5.520474884,58.00982066,55.14004026
745,Finance,5,North America,5.207195447,373,9,13,1,61.46600174,-15.13642617,20.97568547,50.38919851,64.8818871
746,Health,5,North America,179.7628406,388,7,6,8,145.5953438,22.98717889,15.82508896,87.64908086,44.94052979
747,Finance,15,Europe,156.7480835,66,4,2,4,17.74550391,-5.022517735,1.77910729,55.31840832,76.39155202
748,Finance,17,Asia,156.1850367,298,3,1,6,41.00723267,32.66277764,6.836770136,54.1174572,46.22380987
749,Tech,9,Europe,91.87015392,243,6,9,4,74.36786212,28.7889993,38.20184116,50.13506084,90.15457493
750,Health,3,Asia,79.90205594,199,3,1,6,125.6727232,37.46981305,0.901895475,71.6300663,88.87322722
751,Education,20,Asia,60.9316879,170,6,12,3,25.3876739,33.02572093,46.71266495,75.16319505,72.01630607
